,fecha,region,institucion,primeras_consultas,consultas_seguimiento,total_mes,label_year
1437,2019-07-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",646,3410.0,4056,2019
1441,2019-08-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",701,3729.0,4430,2019
1446,2019-09-01,Região de Saúde LVT,"Hospital de Cascais, PPP",419,2261.0,2680,2019
1447,2019-09-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",776,4198.0,4974,2019
1448,2019-09-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",934,7535.0,8469,2019
1457,2019-10-01,Região de Saúde LVT,Instituto Gama Pinto,0,330.0,330,2019
1461,2019-11-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1387,8984.0,10371,2019
1462,2019-11-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",571,1848.0,2419,2019
1463,2019-11-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,2248,18467.0,20715,2019
1475,2019-12-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,2429,19849.0,22278,2019
1476,2019-12-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",234,2667.0,2901,2019
1477,2019-12-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",1303,10181.0,11484,2019
1486,2020-01-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",57,213.0,270,2020
1487,2020-01-01,Região de Saúde LVT,"Hospital de Loures, PPP",86,638.0,724,2020
1488,2020-01-01,Região de Saúde LVT,Instituto Gama Pinto,0,34.0,34,2020
1497,2020-02-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",145,886.0,1031,2020
1498,2020-02-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,372,3610.0,3982,2020
1499,2020-02-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",77,407.0,484,2020
1500,2020-02-01,Região de Saúde LVT,Instituto Gama Pinto,0,70.0,70,2020
1505,2020-03-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",247,1433.0,1680,2020
1506,2020-03-01,Região de Saúde LVT,"Hospital de Loures, PPP",219,1769.0,1988,2020
1507,2020-03-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",313,1316.0,1629,2020
1513,2020-04-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",306,2079.0,2385,2020
1514,2020-04-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",170,592.0,762,2020
1515,2020-04-01,Região de Saúde LVT,Instituto Gama Pinto,0,108.0,108,2020
1517,2020-05-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",371,2666.0,3037,2020
1518,2020-05-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,702,8149.0,8851,2020
1531,2020-06-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",251,1285.0,1536,2020
1532,2020-06-01,Região de Saúde LVT,Instituto Gama Pinto,0,189.0,189,2020
1539,2020-07-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",659,5993.0,6652,2020
1540,2020-07-01,Região de Saúde LVT,"Hospital de Cascais, PPP",227,1088.0,1315,2020
1552,2020-08-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",435,3781.0,4216,2020
1553,2020-08-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",557,3356.0,3913,2020
1554,2020-08-01,Região de Saúde LVT,Instituto Gama Pinto,0,237.0,237,2020
1565,2020-09-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1940,7211.0,9151,2020
1566,2020-09-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",548,1565.0,2113,2020
1567,2020-09-01,Região de Saúde LVT,Instituto Gama Pinto,0,257.0,257,2020
1568,2020-09-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",609,4177.0,4786,2020
1576,2020-10-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",919,8113.0,9032,2020
1577,2020-10-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",573,4879.0,5452,2020
1578,2020-10-01,Região de Saúde LVT,"Hospital de Loures, PPP",681,5759.0,6440,2020
1579,2020-10-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",755,4535.0,5290,2020
1587,2020-11-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1018,9034.0,10052,2020
1588,2020-11-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",1085,10219.0,11304,2020
1589,2020-11-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",849,4984.0,5833,2020
1595,2020-12-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",463,1503.0,1966,2020
1596,2020-12-01,Região de Saúde LVT,"Hospital de Cascais, PPP",434,2015.0,2449,2020
1597,2020-12-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",735,2166.0,2901,2020
1603,2021-01-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",117,896.0,1013,2021
1604,2021-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",333,2021.0,2354,2021
1605,2021-01-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",44,240.0,284,2021
1610,2021-02-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",57,355.0,412,2021
1611,2021-02-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",114,309.0,423,2021
1612,2021-02-01,Região de Saúde LVT,"Hospital de Loures, PPP",162,1199.0,1361,2021
1621,2021-03-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",102,574.0,676,2021
1632,2021-04-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",216,652.0,868,2021
1633,2021-04-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",316,1320.0,1636,2021
1634,2021-04-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",636,4736.0,5372,2021
1635,2021-04-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",403,2075.0,2478,2021
1640,2021-05-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",222,1008.0,1230,2021
1641,2021-05-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",210,1047.0,1257,2021
1642,2021-05-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",566,2493.0,3059,2021
1651,2021-06-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",396,3731.0,4127,2021
1652,2021-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1432,6138.0,7570,2021
1653,2021-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2193,14337.0,16530,2021
1654,2021-06-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",474,1965.0,2439,2021
1655,2021-06-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",538,3908.0,4446,2021
1662,2021-07-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",460,4119.0,4579,2021
1663,2021-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2552,16345.0,18897,2021
1664,2021-07-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1234,14569.0,15803,2021
1665,2021-07-01,Região de Saúde LVT,"Hospital de Loures, PPP",529,4554.0,5083,2021
1666,2021-07-01,Região de Saúde LVT,Instituto Gama Pinto,0,222.0,222,2021
1674,2021-08-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",562,4803.0,5365,2021
1675,2021-08-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",982,7874.0,8856,2021
1676,2021-08-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",382,1165.0,1547,2021
1677,2021-08-01,Região de Saúde LVT,"Hospital de Loures, PPP",573,4858.0,5431,2021
1678,2021-08-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",311,1586.0,1897,2021
1679,2021-08-01,Região de Saúde LVT,Instituto Gama Pinto,0,239.0,239,2021
1685,2021-09-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",334,1764.0,2098,2021
1694,2021-10-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",459,1300.0,1759,2021
1695,2021-10-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1672,18972.0,20644,2021
1696,2021-10-01,Região de Saúde LVT,"Hospital de Loures, PPP",722,6060.0,6782,2021
1697,2021-10-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",888,6035.0,6923,2021
1698,2021-10-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",1403,9873.0,11276,2021
1699,2021-10-01,Região de Saúde LVT,Instituto Gama Pinto,0,283.0,283,2021
1700,2021-10-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",1304,4526.0,5830,2021
1708,2021-11-01,Região de Saúde LVT,"Hospital de Cascais, PPP",391,2476.0,2867,2021
1709,2021-11-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",887,3515.0,4402,2021
1710,2021-11-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",989,6624.0,7613,2021
1711,2021-11-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",1482,5082.0,6564,2021
1717,2021-12-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",951,5947.0,6898,2021
1718,2021-12-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",1608,5549.0,7157,2021
1725,2022-01-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",58,227.0,285,2022
1732,2022-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",636,3528.0,4164,2022
1733,2022-02-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",120,1029.0,1149,2022
1734,2022-02-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",205,996.0,1201,2022
1735,2022-02-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",343,974.0,1317,2022
1740,2022-03-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",367,1752.0,2119,2022
1741,2022-03-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,639,5107.0,5746,2022
1742,2022-03-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",320,1124.0,1444,2022
1743,2022-03-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",301,1589.0,1890,2022
1750,2022-04-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",444,2193.0,2637,2022
1751,2022-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1103,4142.0,5245,2022
1752,2022-04-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",202,982.0,1184,2022
1753,2022-04-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",315,2111.0,2426,2022
1754,2022-04-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",413,1464.0,1877,2022
1755,2022-04-01,Região de Saúde LVT,Instituto Gama Pinto,0,116.0,116,2022
1762,2022-05-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",538,2748.0,3286,2022
1763,2022-05-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",712,4870.0,5582,2022
1764,2022-05-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",802,2560.0,3362,2022
1768,2022-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1743,6493.0,8236,2022
1769,2022-06-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",334,1534.0,1868,2022
1770,2022-06-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1184,9781.0,10965,2022
1771,2022-06-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",614,3034.0,3648,2022
1775,2022-07-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",979,7408.0,8387,2022
1776,2022-07-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",655,2593.0,3248,2022
1778,2022-08-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",414,1823.0,2237,2022
1779,2022-08-01,Região de Saúde LVT,"Hospital de Loures, EPE",577,3298.0,3875,2022
1780,2022-08-01,Região de Saúde LVT,Instituto Gama Pinto,0,209.0,209,2022
1788,2022-09-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",944,4639.0,5583,2022
1789,2022-09-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2545,9081.0,11626,2022
1790,2022-09-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",493,1967.0,2460,2022
1791,2022-09-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",338,2365.0,2703,2022
1792,2022-09-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",937,4505.0,5442,2022
1793,2022-09-01,Região de Saúde LVT,Instituto Gama Pinto,0,238.0,238,2022
1803,2022-10-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1068,5154.0,6222,2022
1804,2022-10-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",3899,20669.0,24568,2022
1805,2022-10-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1926,14923.0,16849,2022
1806,2022-10-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",391,2629.0,3020,2022
1811,2022-11-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,2125,16630.0,18755,2022
1818,2022-12-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",472,3103.0,3575,2022
1830,2023-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",424,2368.0,2792,2023
1831,2023-01-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",84,433.0,517,2023
1832,2023-01-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",158,514.0,672,2023
1839,2023-02-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",201,1030.0,1231,2023
1840,2023-02-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",283,1933.0,2216,2023
1850,2023-03-01,Região de Saúde LVT,"Hospital de Loures, EPE",199,1338.0,1537,2023
1858,2023-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1328,4758.0,6086,2023
1859,2023-04-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",208,1884.0,2092,2023
1865,2023-05-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",495,2726.0,3221,2023
1866,2023-05-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",792,5324.0,6116,2023
1875,2023-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2432,13518.0,15950,2023
1876,2023-06-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",423,3083.0,3506,2023
1877,2023-06-01,Região de Saúde LVT,"Hospital de Loures, EPE",419,2550.0,2969,2023
1878,2023-06-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",333,3125.0,3458,2023
1879,2023-06-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",979,3673.0,4652,2023
1886,2023-07-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1037,7205.0,8242,2023
1887,2023-07-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",406,3617.0,4023,2023
1893,2023-08-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",476,3991.0,4467,2023
1894,2023-08-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",939,4330.0,5269,2023
1895,2023-08-01,Região de Saúde LVT,Instituto Gama Pinto,0,186.0,186,2023
1903,2018-01-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",71,370.0,441,2018
1904,2018-01-01,Região de Saúde LVT,"Hospital de Cascais, PPP",116,310.0,426,2018
1912,2018-02-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE",59,599.0,658,2018
1913,2018-02-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,384,3648.0,4032,2018
1921,2018-03-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE",81,912.0,993,2018
1929,2018-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1181,8874.0,10055,2018
1930,2018-04-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",71,821.0,892,2018
1935,2018-05-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",580,4422.0,5002,2018
1936,2018-05-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",465,2235.0,2700,2018
1937,2018-05-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",113,1012.0,1125,2018
1946,2018-06-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",748,1276.0,2024,2018
1954,2018-07-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",200,2144.0,2344,2018
1955,2018-07-01,Região de Saúde LVT,Instituto Gama Pinto,0,232.0,232,2018
1963,2018-08-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",898,6520.0,7418,2018
1964,2018-08-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",237,2249.0,2486,2018
1965,2018-08-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",670,3627.0,4297,2018
1974,2018-09-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",197,1781.0,1978,2018
1975,2018-09-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",738,3998.0,4736,2018
1985,2018-10-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",841,4780.0,5621,2018
1986,2018-10-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1124,7952.0,9076,2018
1987,2018-10-01,Região de Saúde LVT,Instituto Gama Pinto,0,320.0,320,2018
1993,2018-11-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",985,4841.0,5826,2018
1994,2018-11-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",972,4958.0,5930,2018
2007,2018-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2528,10534.0,13062,2018
2008,2018-12-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",246,2444.0,2690,2018
2016,2019-01-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",125,849.0,974,2019
2017,2019-01-01,Região de Saúde LVT,"Hospital de Loures, PPP",86,628.0,714,2019
2022,2019-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",493,1818.0,2311,2019
2023,2019-02-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",249,1647.0,1896,2019
2024,2019-02-01,Região de Saúde LVT,"Hospital de Loures, PPP",173,1224.0,1397,2019
2029,2019-03-01,Região de Saúde LVT,"Hospital de Cascais, PPP",144,911.0,1055,2019
2030,2019-03-01,Região de Saúde LVT,Instituto Gama Pinto,0,106.0,106,2019
2036,2019-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1091,8773.0,9864,2019
2037,2019-04-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",266,1552.0,1818,2019
2038,2019-04-01,Região de Saúde LVT,"Hospital de Loures, PPP",348,2354.0,2702,2019
2039,2019-04-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",80,926.0,1006,2019
2040,2019-04-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",1,0.0,1,2019
2041,2019-04-01,Região de Saúde LVT,Instituto Gama Pinto,0,143.0,143,2019
2042,2019-04-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",501,1604.0,2105,2019
2050,2019-05-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1085,4443.0,5528,2019
2051,2019-05-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",358,2021.0,2379,2019
2052,2019-05-01,Região de Saúde LVT,"Hospital de Cascais, PPP",254,1442.0,1696,2019
2053,2019-05-01,Região de Saúde LVT,"Hospital de Loures, PPP",438,2950.0,3388,2019
2054,2019-05-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",624,1960.0,2584,2019
2063,2019-06-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",507,3549.0,4056,2019
2064,2019-06-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1242,10590.0,11832,2019
2065,2019-06-01,Região de Saúde LVT,"Hospital de Loures, PPP",515,3438.0,3953,2019
2072,2019-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1492,5919.0,7411,2019
2073,2019-07-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",520,2782.0,3302,2019
2074,2019-07-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",877,2511.0,3388,2019
2081,2019-08-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",661,4385.0,5046,2019
2082,2019-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2158,16168.0,18326,2019
2083,2019-08-01,Região de Saúde LVT,"Hospital de Loures, PPP",691,4343.0,5034,2019
2084,2019-08-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",999,2750.0,3749,2019
2093,2019-09-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1069,7035.0,8104,2019
2094,2019-09-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",692,1915.0,2607,2019
2095,2019-09-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1770,14679.0,16449,2019
2096,2019-09-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",1131,3215.0,4346,2019
2099,2019-10-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",828,5568.0,6396,2019
2100,2019-10-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",1070,8504.0,9574,2019
2105,2019-11-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",830,2366.0,3196,2019
2106,2019-11-01,Região de Saúde LVT,"Hospital de Cascais, PPP",588,2804.0,3392,2019
2111,2019-12-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",878,2546.0,3424,2019
2112,2019-12-01,Região de Saúde LVT,"Hospital de Loures, PPP",1046,6501.0,7547,2019
2120,2020-01-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",142,848.0,990,2020
2121,2020-01-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",59,202.0,261,2020
2122,2020-01-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,190,1853.0,2043,2020
2123,2020-01-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",34,207.0,241,2020
2124,2020-01-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",53,123.0,176,2020
2130,2020-02-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",202,1175.0,1377,2020
2131,2020-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",409,1857.0,2266,2020
2132,2020-02-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",242,1887.0,2129,2020
2133,2020-02-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",240,769.0,1009,2020
2143,2020-03-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",331,2592.0,2923,2020
2144,2020-03-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",159,608.0,767,2020
2145,2020-03-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",197,1242.0,1439,2020
2146,2020-03-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",311,2641.0,2952,2020
2153,2020-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1484,8640.0,10124,2020
2154,2020-04-01,Região de Saúde LVT,"Hospital de Cascais, PPP",96,799.0,895,2020
2164,2020-05-01,Região de Saúde LVT,Instituto Gama Pinto,0,153.0,153,2020
2169,2020-06-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",417,983.0,1400,2020
2178,2020-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1511,5893.0,7404,2020
2179,2020-07-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",265,1352.0,1617,2020
2180,2020-07-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",466,1272.0,1738,2020
2181,2020-07-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",482,2991.0,3473,2020
2182,2020-07-01,Região de Saúde LVT,Instituto Gama Pinto,0,217.0,217,2020
2185,2020-08-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",734,6585.0,7319,2020
2186,2020-08-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",325,1024.0,1349,2020
2187,2020-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2800,15794.0,18594,2020
2188,2020-08-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1028,12605.0,13633,2020
2189,2020-08-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",311,1586.0,1897,2020
2190,2020-08-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",499,1388.0,1887,2020
2208,2020-10-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2152,8164.0,10316,2020
2209,2020-10-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1304,16144.0,17448,2020
2210,2020-10-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",722,4581.0,5303,2020
2215,2020-11-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",384,2091.0,2475,2020
2216,2020-11-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1426,18068.0,19494,2020
2222,2020-12-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",907,6898.0,7805,2020
2223,2020-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",4539,24586.0,29125,2020
2224,2020-12-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",387,2404.0,2791,2020
2231,2021-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",180,802.0,982,2021
